file,x_center,y_center,semi_major,semi_minor,angle,MorphType,PSType1,PolarOrHost,IsophoteLevel
SPRC77,344.68,343.05,20.06,19.13,34.8,E,PR,Host,25
SPRC77,344.47,343.91,39.11,8.18,138.94,E,PR,Polar,25
2MASXJ11095028+0802305,121.94,121.01,24.03,16.34,157.45,E,PR,Host,24.5
2MASXJ11095028+0802305,121,118.82,49.34,13.17,85.81,E,PR,Polar,25
PGC2224343,428.18,428.45,81.17,46.23,55.66,S0-a,PH,Host,25
PGC2224343,428.31,429.32,113.52,78.98,167.89,S0-a,PH,Polar,25
PGC1652232,152.64,152.18,65.81,11.71,40.76,S,PR,Host,25
PGC1652232,149.17,148.75,62.65,17.8,3.17,S,PR,Polar,26
PGC089883,230.22,234.03,96.69,38.1,162.41,S,PR,Host,25
PGC089883,230.74,228.68,89.88,37.36,13.91,S,PR,Polar,26
NGC3737,810.54,810.37,187.45,80.89,162.98,S0-a,PH,Host,25
NGC3737,804.45,815.64,213.55,163.65,40.23,S0-a,PH,Polar,25
PGC2576764,364.44,364.93,78.69,59.05,137.94,E,PR,Host,25
PGC2576764,360.8,377.83,172.28,90.11,1.37,E,PR,Polar,26
PGC021245,242.79,243.94,58.13,17.75,95.88,S,PR,Host,25
PGC021245,244.46,243.01,60.47,51.14,16.79,S,PR,Polar,25
PGC1914914,115.41,114.51,29.04,24.37,113.49,E,PR,Host,25
PGC1914914,120.26,111.67,37.72,25.72,37.68,E,PR,Polar,25
PGC019601,415.58,418.47,77.78,40.88,155.53,M,PH,Host,25
PGC019601,418.83,417.94,98.03,76.09,93.84,M,PH,Polar,25
NGC3222,793.43,788,170.82,77.24,148.83,S0-a,PH,Host,25
NGC3222,798.29,788.53,194.78,154.89,85.81,S0-a,PH,Polar,25
PGC055158,229.93,225.29,83.11,59.9,55.7,S0-a,PR,Host,25
PGC055158,228.71,230.1,48.94,21.71,141.84,S0-a,PR,Polar,24
WISEAJ021306.19-011356.1,344.26,343.85,21.54,14.59,162.41,E,PR,Host,25
WISEAJ021306.19-011356.1,342.71,343.53,31.05,11.85,102.77,E,PR,Polar,25
PGC054077,337.64,340.37,99.18,53.75,110.44,S0-a,PR,Host,25
PGC054077,340.14,339.57,144.79,69.8,66.1,S0-a,PR,Polar,25.5
PGC3661691,125.34,126.06,40.92,23.61,177.79,S,PR,Host,25
PGC3661691,122.64,130.28,61.85,49.51,109.36,S,PR,Polar,26
PGC199379,177.87,180.19,67.59,29.27,14.57,S0,PR,Host,25
PGC199379,175.38,178.49,46.44,12.68,102.87,S0,PR,Polar,25
PGC165075,235.22,237.11,41.59,17.28,88.2,S0,PH,Host,25
PGC165075,231.17,235,71.02,46.35,20.83,S0,PH,Polar,25.5
PGC084495,197.3,196.04,76.58,50.17,50.08,E,PR,Host,25.5
PGC084495,193.49,197.06,90.11,34.1,117.37,E,PR,Polar,25.5
PGC143306,296.31,296.98,55.33,25.08,44.99,S0,PH,Host,25
PGC143306,295.54,298.26,58.66,53.99,108.51,S0,PH,Polar,25
PGC033785,200.87,199.84,31.47,17.81,152.89,S,PH,Host,23
PGC033785,202.21,201.16,58.3,40.41,56.68,S,PH,Polar,25
WISEAJ012823.59+004025.2,343.32,344.95,20.59,15.52,20.03,S0,PR,Host,25
WISEAJ012823.59+004025.2,344.54,346.88,47.08,11.04,77.18,S0,PR,Polar,26
PGC145156,232.46,234.2,50.89,26.52,122.23,S0,PH,Host,25
PGC145156,233.18,235.93,54.54,40.98,81.19,S0,PH,Polar,25
PGC361831,121.1,121.38,54.58,17.1,150.79,S,PR,Host,25
PGC361831,121.75,115.11,71.03,24.65,65.71,S,PR,Polar,27
PGC103698,112.71,111.8,40.34,25.8,107.14,S,PR,Host,25
PGC103698,107.1,107.54,35.71,14.43,36.05,S,PR,Polar,25
2MASXJ11374755+0448370,294.54,293.47,72.28,13.65,40.15,S0-a,PH,Host,25.5
2MASXJ11374755+0448370,296.52,299.28,71.02,51.33,109.01,S0-a,PH,Polar,25.5
PGC2284920,302.16,302,65.5,60.15,76.55,E,PR,Host,25
PGC2284920,304.48,304.66,56.87,18.23,15.53,E,PR,Polar,25
PGC052645,328.82,332.67,143.5,72.28,79.92,S0,PR,Host,25.5
PGC052645,328.11,327.26,72.35,32.15,169.59,S0,PR,Polar,25
PGC1780813,191.7,192.32,54.39,37.3,148.25,S0,PR,Host,25
PGC1780813,188.46,191.01,103.93,27.33,0.7,S0,PR,Polar,26
PGC192433,288.16,289.39,52.17,21.71,149.46,S0,PH,Host,25
PGC192433,282.05,289.18,111.06,54.17,28.96,S0,PH,Polar,25.5
PGC3123016,186.92,190.61,40.66,11.94,111.02,S0-a,PR,Host,25
PGC3123016,185.14,188.3,43.16,37.52,144.09,S0-a,PR,Polar,25
PGC139344,173.04,169.05,41.71,19.03,16.02,S,PR,Host,25
PGC139344,163.91,158.54,81.01,29.88,62.14,S,PR,Polar,25
ESO113-004,260.22,259.2,51.21,23.35,2.9,S,PH,Host,24.5
ESO113-004,261.19,265.43,92.76,63.95,106.16,S,PH,Polar,25.5
DR8-1651p237-443,118.96,118.55,19.4,11.04,19.7,S,PR,Host,25.5
DR8-1651p237-443,119.35,113,49.37,14.43,78.53,S,PR,Polar,25.5
PGC004209,248.74,248.7,58.07,20.63,61.61,S,PR,Host,25
PGC004209,252.57,252.82,33.67,13.2,135.2,S,PR,Polar,25
2MASXJ08432982+3958073,150.3,153.05,60.57,28.8,2.86,S0-a,PR,Host,25.5
2MASXJ08432982+3958073,148.75,151.77,57.7,19.44,55.18,S0-a,PR,Polar,25.5
PGC3097269,472.46,470.12,104.64,30.73,79.22,S,PR,Host,25
PGC3097269,476.05,477.71,96.72,84.57,167.84,S,PR,Polar,25
2MASXJ10280251+0403317,139.2,139.22,37.83,33.52,116.48,E,PR,Host,25
2MASXJ10280251+0403317,141.08,140.65,44.94,19.7,56.01,E,PR,Polar,25
PGC466647,108.86,107.93,32.78,21.6,138.12,S0,PR,Host,25
PGC466647,106.85,107.84,40.72,26.34,2.34,S0,PR,Polar,25
PGC2265450,196.29,196.08,54.19,34.09,144.4,S0-a,PH,Host,25
PGC2265450,196.51,198.55,80.55,40.88,36.74,S0-a,PH,Polar,25
PGC409267,227.62,227.29,45.02,38.97,156.08,E,PR,Host,25
PGC409267,227.45,224.87,64.44,19.03,148.75,E,PR,Polar,25
PGC964400,344.54,344.23,80.08,16.74,89.62,S0,PR,Host,25
PGC964400,343.21,344.57,72.5,62.64,115.88,S0,PR,Polar,25
PGC3086926,148.94,146.58,49.9,30.65,85.44,S0-a,PR,Host,25
PGC3086926,141.63,141.35,53.47,20.11,179.48,S0-a,PR,Polar,25
UGC10043,1183.62,1180.92,329.13,41.98,62.04,S,PB,Host,25
UGC10043,1181.96,1179.13,78.11,70.22,144.6,S,PB,Polar,25
PGC1969328,137.58,138.4,32.42,24.88,26.92,S0,PR,Host,25
PGC1969328,137.1,141.48,45.09,24.23,112.09,S0,PR,Polar,25
PGC188553,202.7,202.91,53.89,33.62,43.24,S0-a,PH,Host,25
PGC188553,204.1,205.14,57,42.47,148.43,S0-a,PH,Polar,25
PGC1710888,123.83,120.85,57.58,16.12,151.3,S,PR,Host,25
PGC1710888,120.38,121.64,32.25,13.62,87.43,S,PR,Polar,25
SPRC28,344.58,342.47,33.31,13.83,142.65,S0-a,PR,Host,25
SPRC28,344.37,343.5,26.77,12.9,51.84,S0-a,PR,Polar,25
SDSSJ131837.42+130720.3,126.66,127.59,26.85,17.82,72.49,Irr,PH,Host,25
SDSSJ131837.42+130720.3,122.75,129.25,37.82,26.12,179.17,Irr,PH,Polar,25
PGC3120051,219.16,219.86,54.8,47.21,125.38,E,PR,Host,25
PGC3120051,216.47,234.17,125.3,32.86,90.88,E,PR,Polar,26
PGC693646,129.91,130.67,49.3,23.11,55.84,S0,PR,Host,25
PGC693646,132.3,131.13,49.8,34.24,141.65,S0,PR,Polar,25
PGC029726,332.77,331.77,68.62,32.29,77.66,S0,PH,Host,25
PGC029726,331.85,332.72,79.32,63.33,158.24,S0,PH,Polar,25
IC0813,1089.04,1087.82,223.84,154.81,130.24,E,PR,Host,25
IC0813,1093.85,1034.04,203.68,160.19,69.29,E,PR,Polar,25
PGC012716,533.92,532.61,84.45,59.4,107.56,E,PR,Host,25
PGC012716,542.45,537.57,148.82,75.14,16.61,E,PR,Polar,25
PGC1033089,154.57,154.68,52.73,46.2,132.33,S0,PR,Host,25.5
PGC1033089,153.63,162.6,72.81,28.29,114.22,S0,PR,Polar,25.5
PGC972602,297.95,297.45,66.62,21,18.63,S,PR,Host,25
PGC972602,282.94,306.32,116.98,28.44,151.93,S,PR,Polar,25.5
PGC975924,427.75,429.65,82.34,16.25,57.72,S0,PH,Host,25
PGC975924,428.68,429.59,90.68,65.86,11.64,S0,PH,Polar,25
WISEAJ234359.68+104301.0,160.64,160.4,33.91,18.77,132.85,S0-a,PR,Host,25
WISEAJ234359.68+104301.0,166.23,167.68,86.61,31.86,34.6,S0-a,PR,Polar,26
SPRC25,59.58,61.78,19.44,10.49,11.86,S,PR,Host,25
SPRC25,59.94,61.88,25.04,8.97,92.5,S,PR,Polar,25
PGC2044883,256.45,257.15,55.12,15.61,155.62,S,PR,Host,25
PGC2044883,255.34,251.1,39.97,13.56,80.96,S,PR,Polar,25
IC1689,653.22,654.57,128.36,38.64,74.91,S,PR,Host,25
IC1689,654.81,654.34,101.64,61.32,167.77,S,PR,Polar,25
PGC1816442,220.03,220.19,61.17,57.17,99.66,E,PR,Host,25
PGC1816442,218.95,218.86,68.16,24.87,77.9,E,PR,Polar,25
PGC035467,146.4,146.53,32.35,20.65,39.63,S,PH,Host,25
PGC035467,143.7,145.8,40.19,32.53,124.83,S,PH,Polar,25
PGC1360748,167.8,168.39,56.54,30.98,29.73,S0-a,PR,Host,25
PGC1360748,163.37,172.34,87.21,46.34,143.38,S0-a,PR,Polar,26
PGC2512645,215.6,213.94,46.91,26.5,153.52,S,PR,Host,25
PGC2512645,215.88,215.46,54.85,20.94,95.08,S,PR,Polar,25
PGC133150,514.2,514.11,122.09,30.88,137.9,S,PR,Host,25
PGC133150,506.5,509.54,63.99,19.61,56.88,S,PR,Polar,25.5
PGC1001771,131.14,131.7,48.96,33.14,81.75,S0,PR,Host,25.5
PGC1001771,128.44,131.01,58.18,25.57,32.37,S0,PR,Polar,25.5
PGC1682904,217.1,217.35,53.7,22.3,153.42,S,PR,Host,25
PGC1682904,219.55,216.53,67.93,39.06,20.51,S,PR,Polar,25.5
PGC380184,126.53,125.72,41.74,12.54,90.08,S,PH,Host,25
PGC380184,126.52,125.38,46.99,40.74,27.29,S,PH,Polar,25
PGC1886898,124.5,124.24,43.85,21.41,41.07,S0-a,PR,Host,25
PGC1886898,125.35,124.08,40.28,38.05,11.08,S0-a,PR,Polar,25
SDSSJ211245.01+092938.0,67.96,68.47,21.87,12.57,43.54,S0-a,PR,Host,25
SDSSJ211245.01+092938.0,65.12,69.82,31.58,12.52,148.38,S0-a,PR,Polar,25.5
PGC376095,175.82,175.55,38.39,33.27,65.74,E,PR,Host,25
PGC376095,179.54,176.28,84.41,22.69,34.43,E,PR,Polar,25.5
WISEAJ002121.30-010136.5,83.1,84.3,34.03,13.55,97.15,S0-a,PR,Host,25
WISEAJ002121.30-010136.5,81.4,86.06,25.95,16.84,168.5,S0-a,PR,Polar,25
PGC698073,136.07,137.02,39.27,13.93,9.97,S0,PH,Host,25
PGC698073,135.24,137.05,44.12,37.45,116.24,S0,PH,Polar,25
WISEAJ015509.09+000821.9,343.42,343.53,20.04,18.13,31.04,S,PH,Host,25
WISEAJ015509.09+000821.9,343.54,344.7,28.11,19.64,82.04,S,PH,Polar,25.5
PGC3097457,188.82,188.57,35.77,17.58,174.04,S,PR,Host,25
PGC3097457,187.49,188.27,40.84,21.9,89.7,S,PR,Polar,26
PGC1073729,237.74,236.99,57.46,50.86,57.35,E,PR,Host,25
PGC1073729,234.84,238.1,47.61,6.73,154.38,E,PR,Polar,25
PGC139018,191.77,191.06,41.33,17.69,60.63,S,PR,Host,25
PGC139018,194.88,190.94,67.1,18.39,136.6,S,PR,Polar,26
PGC705750,205.81,207.49,49.19,23.5,141.92,E,PR,Host,25
PGC705750,206.1,205.63,39.17,19.33,57.56,E,PR,Polar,25
PGC021723,509.3,505.46,112.35,38.71,2.43,S0-a,PH,Host,25
PGC021723,508.36,507.03,128.35,114.76,100.96,S0-a,PH,Polar,25
PGC2154055,216.38,217.55,72.72,57.38,123.04,E,PR,Host,25
PGC2154055,215.98,216.68,116.23,32.21,84.79,E,PR,Polar,26
PGC026987,473.31,472.08,104.94,29.98,173.54,S,PH,Host,25
PGC026987,467.31,471.31,99.86,97.19,100.69,S,PH,Polar,25
WISEAJ214619.18-001228.2,49.67,50.79,19.5,9.23,23.86,S0-a,PR,Host,25
WISEAJ214619.18-001228.2,50.64,48.3,28.7,8.9,111.54,S0-a,PR,Polar,26
PGC1389236,240.27,239.88,51.03,22.93,24.66,S0,PH,Host,25
PGC1389236,241.43,238.89,75.88,53.87,140.4,S0,PH,Polar,26
PGC174282,208.97,208.8,56.8,23.23,74.65,S0,PH,Host,25
PGC174282,206.29,206.2,61.65,38.89,43.3,S0,PH,Polar,25
PGC393664,124.89,126.45,40.42,19.09,130.9,S0,PR,Host,25
PGC393664,126.27,125.87,55.32,22.05,14.99,S0,PR,Polar,25
WISEAJ034714.85-225740.4,343.13,342.57,31.92,22.26,93.4,S0,PR,Host,25
WISEAJ034714.85-225740.4,352.69,348.26,112.1,48.29,2.7,S0,PR,Polar,26
PGC1490721,267.37,265.92,59.63,34.09,13.49,S,PR,Host,25
PGC1490721,265.74,265.85,58.25,20.8,138.19,S,PR,Polar,25
PGC1882769,226.11,225.98,53.07,40.67,134.63,S0,PR,Host,25
PGC1882769,228.5,236.27,94.52,32.22,26.8,S0,PR,Polar,25
UGC05825,404.37,401.05,80.54,59.27,95.51,S0,PR,Host,25
UGC05825,398.5,398.44,182.64,65.4,3.79,S0,PR,Polar,25
PGC1469668,179.52,168.6,61.66,43.4,90.1,Irr,PH,Host,25
PGC1469668,184.29,165.36,68.84,57.92,166.49,Irr,PH,Polar,25
PGC140402,133.77,134.69,37.78,28.54,73.04,S,PR,Host,25
PGC140402,132.61,134.04,52.82,18.99,32.3,S,PR,Polar,25
IC3459,617.98,616.75,140.02,64.62,61.49,S0,PH,Host,25
IC3459,620.5,617.14,146.16,142.45,15.15,S0,PH,Polar,25
PGC857991,137.04,132.09,41.11,28.48,75.5,S,PR,Host,25
PGC857991,135.64,129.83,74.68,20.3,99.2,S,PR,Polar,26
PGC901448,213.76,233.59,61.59,36.56,124.6,Irr,PH,Host,25
PGC901448,221.58,222.73,66,43.29,41.53,Irr,PH,Polar,25
PGC2147841,281.29,281.67,63.44,40.68,55.19,S0,PR,Host,25
PGC2147841,280.49,284.56,38.49,20.46,130.67,S0,PR,Polar,25
SDSSJ220334.45+005849.6,82.4,82.17,32.07,18.48,127.52,S,PR,Host,25
SDSSJ220334.45+005849.6,82.59,83.39,26.62,9.14,42.21,S,PR,Polar,25
2MASXJ17234842+3535404,98.52,99.24,33.66,29.39,174.45,E,PR,Host,25
2MASXJ17234842+3535404,99.07,101.98,39.63,14.22,107.85,E,PR,Polar,25
PGC618479,113.72,114.82,29.71,9.92,63.06,S,PR,Host,25
PGC618479,114.69,116.2,40.04,28.9,135.29,S,PR,Polar,25
SPRC183,136.13,134.72,33.38,33.15,153.29,S0,PR,Host,25
SPRC183,134.13,134.1,41.16,11.42,1.59,S0,PR,Polar,25
PGC062111,317.37,318.08,110.91,59.76,80.53,S0,PR,Host,25
PGC062111,315.93,312.21,122.91,52.76,105.9,S0,PR,Polar,25
2MASXJ11182447+2644483,289.07,289.34,26.58,16.08,166.72,S0-a,PH,Host,23
2MASXJ11182447+2644483,289.79,289.69,73.4,46.01,124.69,S0-a,PH,Polar,25
PGC1666483,222.07,222.59,64.86,54.99,165.1,E,PR,Host,25
PGC1666483,220.63,222.83,66.87,21.73,133.18,E,PR,Polar,25
PGC341785,160.28,161.65,53.21,27.58,144.08,S,PR,Host,25
PGC341785,160.48,161.46,33.91,19.33,57.21,S,PR,Polar,25
PGC135167,386.99,388.03,73.95,56.76,142.7,S,PR,Host,25
PGC135167,386.88,392.96,110.06,28.13,101.23,S,PR,Polar,25
PGC1938520,108.11,106.74,40.4,19.01,17.39,S,PR,Host,25
PGC1938520,110.51,106.21,36,19.98,79.2,S,PR,Polar,25
PGC1382436,213.84,214.34,54.45,29.72,108.37,S0-a,PR,Host,25
PGC1382436,217.26,214.94,94.54,38,170.98,S0-a,PR,Polar,26
PGC2667526,108.43,107.63,37.44,20.03,22.48,S0-a,PR,Host,25
PGC2667526,111.68,106.08,52.68,23.16,160.93,S0-a,PR,Polar,26
SDSSJ234407.32+253657.7,174.95,173.33,41.52,19.01,145.78,S0-a,PR,Host,25
SDSSJ234407.32+253657.7,170.5,171.15,73.96,19.62,50.79,S0-a,PR,Polar,25.5
WISEAJ012901.90-260049.2,345.21,343.07,18.18,10.41,127.5,S0-a,PR,Host,25
WISEAJ012901.90-260049.2,343.82,343.78,21.36,7.01,45.16,S0-a,PR,Polar,25.5
NGC7241,857.97,856.31,403.4,121.35,111.28,S,PR,Host,25
NGC7241,860.06,855.33,186.96,147.91,145.18,S,PR,Polar,25
PGC1814632,252,251.85,54.25,35.93,67.1,S0,PR,Host,25
PGC1814632,259.35,251.1,95.33,15.8,166.35,S0,PR,Polar,25
PGC184662,261.62,260.43,53.05,18.96,46.77,S0-a,PH,Host,25
PGC184662,260.36,260.41,66.66,46.84,100.9,S0-a,PH,Polar,25
PGC1479233,257.37,260.67,61.09,52.54,115.76,S0,PR,Host,25
PGC1479233,256.64,255.97,81.87,49.16,148.86,S0,PR,Polar,25
NGC4174,391.28,394.31,108.28,27.86,138.53,S0-a,PR,Host,25
NGC4174,388.37,402.06,87.83,37.36,44.06,S0-a,PR,Polar,25
PGC1863391,281.97,283.65,59.59,52.8,48.95,E,PR,Host,25
PGC1863391,286.77,291.42,81.57,51.6,117.21,E,PR,Polar,25
PGC445683,103.04,102.75,43,18.84,174.52,S,PR,Host,25
PGC445683,105.02,102.96,57.9,19.55,109.8,S,PR,Polar,26.5
PGC337067,168.85,171.2,61.95,25.53,28.45,S,PH,Host,25
PGC337067,171.35,168.91,51.37,35.19,102.74,S,PH,Polar,25
PGC3083188,258.66,257.11,57.7,18.59,6.06,S,PH,Host,25
PGC3083188,258.71,254.69,73.21,61.99,88.41,S,PH,Polar,25.5
PGC994048,247.36,247.66,48.28,40.96,46.74,E,PR,Host,25
PGC994048,253.85,249.39,124.88,25.97,9.96,E,PR,Polar,25.5
PGC1350979,100.61,104.02,51.98,18.27,163.25,S,PR,Host,25
PGC1350979,102.1,104.27,71.21,30,69.15,S,PR,Polar,26.5
PGC347703,128.82,129.28,47.08,22.63,84.93,S,PR,Host,25
PGC347703,127.79,135.57,61.17,49.45,112.24,S,PR,Polar,26
PGC590824,120.86,118.62,29.56,16.71,161.75,S,PR,Host,25
PGC590824,122.21,117.24,64.05,16.26,29.66,S,PR,Polar,26
UGC00261,372.46,394.17,116.74,86.16,42.19,S,PR,Host,25
UGC00261,401.8,399.71,191.82,137.58,7.41,S,PR,Polar,26
IC3657,59.9,59.75,19.1,6.31,0.96,S,PR,Host,25
IC3657,60.62,60.32,22.8,16.75,116.48,S,PR,Polar,25
PGC1027447,168.06,163.36,76.1,34.79,145.32,S,PR,Host,25
PGC1027447,168.66,176.05,94.52,20.11,50.61,S,PR,Polar,26
NGC4093,371.55,374.88,139.48,76.54,149.23,S0,PR,Host,25
NGC4093,373.18,367.19,135.49,75.11,37.18,S0,PR,Polar,25
PGC085044,214.04,214.16,56.57,51.27,100.82,E,PR,Host,25.5
PGC085044,216.14,220.74,96.31,46.78,155.65,E,PR,Polar,25.5
PGC1342413,343.7,347.55,81.12,58.23,139.8,S,PR,Host,25
PGC1342413,352.17,339.82,113.94,42.58,6.99,S,PR,Polar,25.5
PGC3087004,269.84,269.41,73.9,52.84,9.52,S0,PR,Host,25
PGC3087004,263.61,272.51,94.38,29.08,85.05,S0,PR,Polar,25
PGC1287733,286.77,289.96,93.25,64.82,163.05,S0-a,PR,Host,25
PGC1287733,290.35,298.91,90.91,23.7,87.93,S0-a,PR,Polar,25
PGC1909565,370.84,370.03,77.28,65.8,148.16,S,PR,Host,25
PGC1909565,371.42,366.88,103.87,32,122.09,S,PR,Polar,25
2MASXJ13203296+1249223,203.82,206.01,31.22,14.64,113.57,S,PH,Host,23
2MASXJ13203296+1249223,204.27,205.62,53.04,44.41,2.47,S,PH,Polar,25
NGC1402,558.19,558.31,123.46,38.39,1.67,S0,PR,Host,25
NGC1402,562.8,559.23,116.46,70.77,91.55,S0,PR,Polar,25
PGC1609620,209.39,209.31,47.13,25.58,65.55,S0-a,PH,Host,25
PGC1609620,208.12,210.84,47.2,33.42,91.07,S0-a,PH,Polar,25
ESO235-058,491.64,484.69,115.01,30.07,16.94,S,PR,Host,25.5
ESO235-058,492.22,486.49,206.05,80.47,47.02,S,PR,Polar,25.5
PGC758917,138.09,138.44,47.15,41.23,128.12,E,PR,Host,25
PGC758917,137.57,140.73,44.67,16.86,171.07,E,PR,Polar,25
PGC1688050,219.68,219.26,71.35,58.47,124.3,S,PR,Host,25
PGC1688050,218.78,223.77,80.44,30.09,82.72,S,PR,Polar,25
2MASXJ11162515+5650170,238.99,239.74,51.63,39.96,3.01,S0-a,PR,Host,25
2MASXJ11162515+5650170,242.72,239.77,101.59,27.76,67.99,S0-a,PR,Polar,25
PGC1527918,118.33,120.62,54.85,17.58,48.68,S,PR,Host,25
PGC1527918,119.55,116.61,34.25,16.26,156.31,S,PR,Polar,25
SDSSJ143546.57+431417.3,343.93,343.86,25.65,17.49,141.03,S0-a,PR,Host,25
SDSSJ143546.57+431417.3,343.56,343.6,32.06,11.94,46.31,S0-a,PR,Polar,25
PGC031387,355.27,355.16,78.65,31.24,128.6,S,PH,Host,25
PGC031387,357.42,355.35,93.05,67.81,80.38,S,PH,Polar,25
PGC2693533,207.99,207.04,46.46,34.52,85.12,S0-a,PR,Host,25
PGC2693533,206.3,202.06,40.8,20.53,145.35,S0-a,PR,Polar,25
IC2465,369.96,371.97,131.72,58.63,175.22,S,PR,Host,25
IC2465,365.69,357.57,170.15,51.4,22.97,S,PR,Polar,25
PGC1218456,111.23,110.67,35.47,29.56,88.26,E,PR,Host,25
PGC1218456,111.25,110.26,21.32,16.76,21.81,E,PR,Polar,24
PGC087180,216.99,214.09,61.18,32.82,167.14,S0-a,PR,Host,25.5
PGC087180,216.01,215.97,94.8,50.41,49.33,S0-a,PR,Polar,25.5
PGC778420,192.04,187.2,43.86,20.96,134.43,S0-a,PR,Host,25
PGC778420,190.48,184.65,46.18,12.16,164.09,S0-a,PR,Polar,25
PGC049931,399.4,401.13,101.52,98.03,134.57,E,PR,Host,25
PGC049931,396.06,398.81,83.51,32.83,84.72,E,PR,Polar,24
PGC3080212,208.91,208.75,43.09,25.54,37.75,S,PH,Host,25
PGC3080212,208.79,208.49,72.7,41.94,87.33,S,PH,Polar,25.5
PGC2626859,194.41,195.3,60.45,52.12,6.77,E,PR,Host,25
PGC2626859,194.17,198.58,74.61,28.89,40.26,E,PR,Polar,25
2MASXJ10283926+5142560,151.84,153.1,29.3,27,158.07,E,PR,Host,24
2MASXJ10283926+5142560,151.54,157.13,67.66,23.84,159.41,E,PR,Polar,25.5
PGC2128738,114.93,114.35,30.46,20.79,80.54,S,PH,Host,25
PGC2128738,115.52,109.25,44.83,16.8,117.8,S,PH,Polar,25
PGC884364,151.65,152.11,41.84,17.83,32.13,S0,PH,Host,25
PGC884364,148.17,144.53,60.96,36.53,77.27,S0,PH,Polar,25.5
PGC1619163,185.96,185.87,44.94,24.07,169.56,S0-a,PR,Host,25
PGC1619163,183.62,185.79,51.67,18.21,38.43,S0-a,PR,Polar,25
WISEAJ205213.49+034924.1,100.28,99.1,29.64,24.09,66.38,S,PR,Host,25
WISEAJ205213.49+034924.1,99.49,101.61,30.6,13.6,165.6,S,PR,Polar,25
PGC1381113,328.9,334.44,72.82,50.39,146.15,E,PR,Host,25
PGC1381113,329.45,337.97,57.57,21.39,51.57,E,PR,Polar,25
PGC1024263,164.49,164.51,51.56,47.84,123.15,S0,PR,Host,25
PGC1024263,164.6,164.36,58.52,22.88,107.1,S0,PR,Polar,25.5
PGC134966,247.85,248.99,106.33,52.73,154.78,S0,PR,Host,25
PGC134966,251.53,245.86,120.6,38.96,89.94,S0,PR,Polar,26
